timestamp,open,high,low,close,volume
1679259600000,1.06885,1.06886,1.06812,1.06818,330.1
1679263200000,1.06821,1.06885,1.06661,1.06699,8849.1396
1679266800000,1.06701,1.06824,1.06673,1.06804,2922.1201
1679270400000,1.06806,1.06883,1.06787,1.06808,5168.0498
1679274000000,1.06808,1.06898,1.06691,1.06749,7292.7402
1679277600000,1.06749,1.06846,1.06738,1.06793,2973.3201
1679281200000,1.06792,1.06792,1.06646,1.06692,3787.6001
1679284800000,1.06691,1.06741,1.06656,1.06697,2678.72
1679288400000,1.06695,1.06808,1.06681,1.06792,2670.22
1679292000000,1.06793,1.0681,1.06586,1.06606,9112.9902
1679295600000,1.06606,1.06708,1.06416,1.06554,37088.3984
1679299200000,1.06554,1.06685,1.06311,1.0661,58597.5508
1679302800000,1.0661,1.06777,1.06496,1.06743,45483.5
1679306400000,1.06743,1.06994,1.06706,1.06959,35231.0703
1679310000000,1.06959,1.07086,1.06886,1.07068,28253.3301
1679313600000,1.07071,1.07176,1.07017,1.0705,38816.7617
1679317200000,1.07052,1.07309,1.07027,1.07237,39354.8984
1679320800000,1.07237,1.07295,1.07124,1.07267,36836.5
1679324400000,1.07267,1.07267,1.07114,1.07211,27226.4902
1679328000000,1.07211,1.07253,1.07067,1.07251,31335.4004
1679331600000,1.07251,1.07283,1.07155,1.07161,17005.6602
1679335200000,1.07161,1.07256,1.0714,1.07242,14561.7197
1679338800000,1.07244,1.07258,1.0719,1.07231,9087.7998
1679342400000,1.07231,1.0724,1.072,1.072,7963.2598
1679346000000,1.072,1.07213,1.07186,1.07195,2920.1201
1679349600000,1.07198,1.07239,1.07193,1.07224,12194.2305
1679353200000,1.07224,1.07243,1.07155,1.07185,8154.1201
1679356800000,1.07185,1.0726,1.07151,1.07175,15550.3496
1679360400000,1.07175,1.07208,1.07151,1.07168,11060.1396
1679364000000,1.07167,1.07223,1.0716,1.07219,11486.4805
1679367600000,1.07218,1.07219,1.0714,1.07157,9530.2598
1679371200000,1.07158,1.07158,1.07096,1.07121,5957.48
1679374800000,1.07121,1.07156,1.07104,1.07155,7116.6299
1679378400000,1.07156,1.07175,1.07038,1.07073,11282.0996
1679382000000,1.07074,1.07219,1.07058,1.07189,23174.0801
1679385600000,1.0719,1.07387,1.07161,1.07298,37552.6797
1679389200000,1.07297,1.07495,1.07246,1.07462,21024.6895
1679392800000,1.07461,1.07644,1.074,1.07633,21533.5996
1679396400000,1.07633,1.07846,1.07611,1.07785,25554.4805
1679400000000,1.07787,1.07825,1.07738,1.0781,30061.4297
1679403600000,1.07813,1.07886,1.07724,1.07768,31321.9102
1679407200000,1.07768,1.07799,1.07607,1.07741,39716.9688
1679410800000,1.07742,1.07827,1.07655,1.07688,28467.1992
1679414400000,1.07686,1.07783,1.07621,1.07674,19374.0098
1679418000000,1.07677,1.07722,1.0761,1.07642,18137.1504
1679421600000,1.07643,1.07667,1.07561,1.07647,11836.5498
1679425200000,1.07648,1.07744,1.07625,1.07693,7265.8198
1679428800000,1.07695,1.07719,1.07656,1.0767,3844.1201
1679432400000,1.0767,1.07693,1.0767,1.07674,346.86
1679436000000,1.07674,1.07699,1.07673,1.07697,2413.22
1679439600000,1.07698,1.07739,1.07686,1.07727,4377.4702
1679443200000,1.07725,1.07759,1.07658,1.07678,6802.02
1679446800000,1.07679,1.07767,1.07668,1.07725,11021.1396
1679450400000,1.07724,1.07752,1.07652,1.07691,9872.8604
1679454000000,1.07691,1.07722,1.07659,1.07698,8164.9302
1679457600000,1.07698,1.07717,1.07679,1.07686,5161.8301
1679461200000,1.07688,1.0775,1.0767,1.07724,6552.3501
1679464800000,1.07724,1.07741,1.07638,1.07666,13377.7402
1679468400000,1.07666,1.07717,1.0759,1.07657,23986.2305
1679472000000,1.07658,1.07828,1.0765,1.078,25518.5996
1679475600000,1.07801,1.0793,1.07755,1.07866,23405.5605
1679479200000,1.07866,1.07948,1.07795,1.0792,22193.3809
1679482800000,1.07921,1.0798,1.07881,1.07972,14137.4902
1679486400000,1.07971,1.08002,1.0779,1.07819,20156.8906
1679490000000,1.07818,1.07894,1.07757,1.07813,22283.8301
1679493600000,1.07813,1.07983,1.07756,1.07952,20536.0293
1679497200000,1.07951,1.07957,1.07835,1.07912,20210.9004
1679500800000,1.07912,1.08004,1.07884,1.07988,13480.6299
1679504400000,1.07988,1.07997,1.07897,1.0794,11808.7998
1679508000000,1.07945,1.09124,1.07927,1.08807,85027.8906
1679511600000,1.08805,1.08925,1.08524,1.08653,71956.4766
1679515200000,1.08652,1.08655,1.08538,1.08538,12687.96
1679518800000,1.08535,1.08588,1.08531,1.08578,1269.36
1679522400000,1.08578,1.08644,1.0857,1.08578,5261.0098
1679526000000,1.08577,1.08717,1.08577,1.08688,4197.0698
1679529600000,1.08689,1.08835,1.08684,1.08834,12848.6104
1679533200000,1.08832,1.08882,1.08789,1.08864,12105.7002
1679536800000,1.08864,1.08988,1.08821,1.08955,17044.9395
1679540400000,1.08955,1.09056,1.0893,1.09008,13916.8096
1679544000000,1.09007,1.09042,1.08949,1.09035,12067.8799
1679547600000,1.09036,1.09113,1.0902,1.09046,16178.3398
1679551200000,1.09046,1.09296,1.09033,1.0915,21020
1679554800000,1.09151,1.09268,1.08998,1.0906,36418.1797
1679558400000,1.09061,1.09104,1.0891,1.08996,37695.3906
1679562000000,1.08996,1.09036,1.08806,1.08856,31040.8008
1679565600000,1.08856,1.08858,1.08667,1.0877,24084.6602
1679569200000,1.08769,1.08803,1.08696,1.08759,20305.2207
1679572800000,1.08759,1.08936,1.08695,1.08731,38131.9883
1679576400000,1.08731,1.08929,1.08729,1.08868,28309.6309
1679580000000,1.0887,1.08952,1.08805,1.08912,27107.0801
1679583600000,1.08912,1.09079,1.08836,1.08898,29155.0801
1679587200000,1.08898,1.08986,1.08835,1.08955,27044.7402
1679590800000,1.08955,1.08955,1.0864,1.08686,21583.6504
1679594400000,1.08686,1.08766,1.0828,1.08419,24376.5098
1679598000000,1.08419,1.08531,1.0824,1.08397,50033.1797
1679601600000,1.08397,1.08407,1.08303,1.08303,9043.2803
1679605200000,1.08303,1.08339,1.08303,1.08325,1465.47
1679608800000,1.08335,1.08385,1.0827,1.08316,5995.21
1679612400000,1.08316,1.08356,1.08313,1.08345,7253.3599
1679616000000,1.08347,1.08349,1.08245,1.08325,13173.7305
1679619600000,1.08325,1.08351,1.08204,1.08251,21092.8594
1679623200000,1.0825,1.08281,1.08198,1.08204,15080.6299
1679626800000,1.08205,1.08286,1.08171,1.08286,10409.2598
1679630400000,1.08286,1.08342,1.0823,1.08341,9722.4199
1679634000000,1.08341,1.0837,1.08309,1.08335,12671.9697
1679637600000,1.08335,1.08353,1.08244,1.08246,13554.54
1679641200000,1.08246,1.08351,1.08226,1.0828,19452.9199
1679644800000,1.08281,1.08309,1.07679,1.07797,60386.8398
1679648400000,1.07799,1.07907,1.07213,1.07256,49214.9609
1679652000000,1.07257,1.07424,1.07214,1.07276,52838.1211
1679655600000,1.07277,1.0748,1.07131,1.0738,37235
1679659200000,1.0738,1.07521,1.07229,1.07491,35768.2188
