timestamp,open,high,low,close,volume
1679256000000,1.06885,1.06886,1.06661,1.06804,12101.3598
1679270400000,1.06806,1.06898,1.06646,1.06692,19221.7102
1679284800000,1.06691,1.0681,1.06416,1.06554,51550.3286
1679299200000,1.06554,1.07086,1.06311,1.07068,167565.4512
1679313600000,1.07071,1.07309,1.07017,1.07211,142234.6504
1679328000000,1.07211,1.07283,1.07067,1.07231,71990.5801
1679342400000,1.07231,1.07243,1.07155,1.07185,31231.7305
1679356800000,1.07185,1.0726,1.0714,1.07157,47627.2295
1679371200000,1.07158,1.07219,1.07038,1.07189,47530.2896
1679385600000,1.0719,1.07846,1.07161,1.07785,105665.4492
1679400000000,1.07787,1.07886,1.07607,1.07688,129567.5078
1679414400000,1.07686,1.07783,1.07561,1.07693,56613.5298
1679428800000,1.07695,1.07739,1.07656,1.07727,10981.6703
1679443200000,1.07725,1.07767,1.07652,1.07698,35860.9502
1679457600000,1.07698,1.0775,1.0759,1.07657,49078.1509
1679472000000,1.07658,1.0798,1.0765,1.07972,85255.0313
1679486400000,1.07971,1.08002,1.07756,1.07912,83187.6504
1679500800000,1.07912,1.09124,1.07884,1.08653,182273.7969
1679515200000,1.08652,1.08717,1.08531,1.08688,23415.3995
1679529600000,1.08689,1.09056,1.08684,1.09008,55916.0596
1679544000000,1.09007,1.09296,1.08949,1.0906,85684.3994
1679558400000,1.09061,1.09104,1.08667,1.08759,113126.0723
1679572800000,1.08759,1.09079,1.08695,1.08898,122703.7793
1679587200000,1.08898,1.08986,1.0824,1.08397,123038.0801
1679601600000,1.08397,1.08407,1.0827,1.08345,23757.3201
1679616000000,1.08347,1.08351,1.08171,1.08286,59756.4795
1679630400000,1.08286,1.0837,1.08226,1.0828,55401.8496
1679644800000,1.08281,1.08309,1.07131,1.0738,199674.9219
1679659200000,1.0738,1.07673,1.07229,1.07611,161816.4531
1679673600000,1.07612,1.07675,1.07513,1.07589,56182.2998
1679688000000,1.07591,1.07628,1.07564,1.07566,4743.1299
1679860800000,1.07752,1.07798,1.07648,1.07776,17995.0596
1679875200000,1.07775,1.07775,1.07575,1.07715,50449.4902
1679889600000,1.07715,1.07821,1.07449,1.07515,68021.9092
1679904000000,1.07511,1.07807,1.07504,1.07716,81798.0684
1679918400000,1.07716,1.07948,1.07679,1.07878,91187.209
1679932800000,1.07876,1.07986,1.0786,1.07972,33581.5596
1679947200000,1.07972,1.08076,1.07948,1.08062,9539.2101
1679961600000,1.08061,1.08194,1.08033,1.0815,41098.0605
1679976000000,1.08151,1.08339,1.0806,1.08204,62259.2402
1679990400000,1.08202,1.08365,1.08103,1.08312,77048.2793
1680004800000,1.08313,1.08468,1.08163,1.08427,104104.4111
1680019200000,1.08428,1.08485,1.08313,1.08476,34832.5996
1680033600000,1.08475,1.08475,1.08364,1.08388,12928.8098
1680048000000,1.0839,1.08494,1.08346,1.08364,32512.7202
1680062400000,1.08364,1.08438,1.08177,1.08368,50249.3301
1680076800000,1.08368,1.08713,1.08265,1.08551,65424.499
1680091200000,1.08551,1.08599,1.08246,1.08249,107058.5508
1680105600000,1.08252,1.08481,1.08234,1.08393,41373.0596
1680120000000,1.08391,1.08485,1.08383,1.08425,10141.1602
1680134400000,1.08424,1.08434,1.08263,1.08329,28782.4502
1680148800000,1.0833,1.08577,1.08235,1.08547,56025.9995
1680163200000,1.08547,1.08844,1.08505,1.08787,65276.9111
1680177600000,1.08788,1.09262,1.08785,1.08979,91620.9697
1680192000000,1.08979,1.09077,1.0892,1.09068,35170.3403
1680206400000,1.09067,1.09074,1.09018,1.09041,9262.6401
1680220800000,1.0904,1.09257,1.09012,1.09068,41270.4502
1680235200000,1.09067,1.09107,1.088,1.08845,56246.6992
1680249600000,1.08846,1.08959,1.08641,1.0867,84410.9502
1680264000000,1.08672,1.09018,1.08574,1.08718,125046.3711
1680278400000,1.08718,1.08723,1.0843,1.08456,36403.1499
1680292800000,1.08457,1.0846,1.08368,1.08386,4448.6299
1680465600000,1.08398,1.0844,1.08011,1.08023,19590.8698
1680480000000,1.08024,1.08167,1.07882,1.07899,40788.1304
1680494400000,1.079,1.08418,1.07891,1.0839,58263.9106
1680508800000,1.08389,1.08777,1.08299,1.08765,73328.2002
1680523200000,1.08764,1.09165,1.08615,1.08903,117924.8809
1680537600000,1.08902,1.09074,1.08799,1.09062,37122.8599
1680552000000,1.09061,1.09095,1.09,1.09066,10092.1098
1680566400000,1.09067,1.09097,1.08884,1.08885,43979.5806
1680580800000,1.08886,1.0938,1.08828,1.0925,65794.79
1680595200000,1.0925,1.09359,1.08958,1.08974,86641.3193
1680609600000,1.08974,1.09733,1.08867,1.09506,135499.418
1680624000000,1.09506,1.09576,1.09432,1.09571,31772.8003
1680638400000,1.09572,1.09614,1.09471,1.09575,9490.9301
1680652800000,1.09576,1.09695,1.09553,1.09596,38568.5195
1680667200000,1.09596,1.09673,1.09466,1.09501,56336.9307
1680681600000,1.09502,1.09603,1.09348,1.0941,67122.8691
1680696000000,1.0941,1.09668,1.09027,1.09173,132481.3184
1680710400000,1.09173,1.09197,1.0891,1.09037,35401.8105
1680724800000,1.09035,1.09103,1.09011,1.09029,7798.4999
1680739200000,1.09029,1.09043,1.08845,1.08918,32855.019
1680753600000,1.08918,1.0917,1.08896,1.09066,51699.2998
1680768000000,1.09065,1.09167,1.08923,1.09151,62295.5898
1680782400000,1.0915,1.09283,1.08858,1.09259,98060.9297
1680796800000,1.09258,1.09375,1.09213,1.09229,24429.9399
1680811200000,1.09229,1.09233,1.09156,1.09194,6287.1601
1680825600000,1.09195,1.0924,1.09141,1.09197,8649.8699
1680840000000,1.09196,1.09207,1.09113,1.09154,11493.21
1680854400000,1.09154,1.09216,1.09104,1.09173,10464.8999
1680868800000,1.09173,1.09176,1.08762,1.09114,33396.8997
1680883200000,1.09113,1.09123,1.08993,1.09037,11186.1698
1680897600000,1.09036,1.0907,1.08974,1.09029,7361.2202
1681070400000,1.0898,1.09134,1.0898,1.09129,9989.5102
1681084800000,1.09132,1.09145,1.08968,1.08991,28957.6802
1681099200000,1.08992,1.09169,1.08908,1.09166,22082.54
1681113600000,1.09167,1.09171,1.08864,1.08888,31410.1802
1681128000000,1.08887,1.08914,1.08313,1.08391,78342.9219
1681142400000,1.08391,1.08629,1.0838,1.08629,30412.3599
1681156800000,1.08628,1.08699,1.08581,1.08687,18228.1298
1681171200000,1.08687,1.08877,1.0867,1.08815,45023.499
1681185600000,1.08814,1.09044,1.08808,1.08954,62137.21
1681200000000,1.08953,1.09266,1.08944,1.0905,71279.6309
1681214400000,1.0905,1.09279,1.09022,1.09046,81562.0693
1681228800000,1.09048,1.09168,1.0896,1.0914,30454.9004
1681243200000,1.0914,1.09176,1.09095,1.09163,5587.9698
1681257600000,1.09163,1.09287,1.09147,1.09241,27452.0103
1681272000000,1.0924,1.09373,1.09159,1.09266,44474.7495
1681286400000,1.09265,1.09359,1.0918,1.09224,46767.6289
1681300800000,1.09225,1.09998,1.09196,1.09865,157704.1914
1681315200000,1.09864,1.10004,1.09849,1.09883,47427.6904
1681329600000,1.09884,1.09995,1.09866,1.09968,9249.6201
1681344000000,1.09967,1.10049,1.09836,1.09883,40336.501
1681358400000,1.09882,1.10006,1.09767,1.09991,47199.0898
1681372800000,1.09991,1.10316,1.09991,1.10099,64001.5801
1681387200000,1.101,1.10676,1.10083,1.10529,110610.1992
1681401600000,1.1053,1.10596,1.1044,1.10464,27770.7798
1681416000000,1.10466,1.10516,1.10451,1.10516,6031.09
1681430400000,1.10517,1.10751,1.10488,1.10703,38077.3101
1681444800000,1.10702,1.10758,1.10593,1.10653,46075.709
1681459200000,1.10653,1.10666,1.10477,1.10538,53688.7998
1681473600000,1.1054,1.10739,1.0975,1.09787,161068.0117
1681488000000,1.09789,1.09992,1.09722,1.09964,37908.4302
1681502400000,1.09964,1.09977,1.0992,1.09922,3125.1799
1681675200000,1.09888,1.09942,1.09832,1.09843,10756.2298
1681689600000,1.09844,1.09914,1.09615,1.09762,33420.5601
1681704000000,1.09761,1.09997,1.09756,1.09919,43096.3101
1681718400000,1.09918,1.09933,1.0964,1.09767,62425.5498
1681732800000,1.09766,1.09842,1.09091,1.09139,116641.6191
1681747200000,1.0914,1.09311,1.09105,1.09307,30167.2803
1681761600000,1.09307,1.09307,1.09233,1.09244,6913.98
1681776000000,1.09245,1.0939,1.09222,1.09357,33162.8398
1681790400000,1.09356,1.09707,1.09337,1.09702,51698.3892
1681804800000,1.09702,1.09828,1.09656,1.09663,65163.0908
1681819200000,1.09662,1.09781,1.09427,1.09571,84803.0918
1681833600000,1.09573,1.09747,1.09547,1.09708,29238.1099
1681848000000,1.09707,1.09764,1.0968,1.09748,23181.8103
1681862400000,1.09749,1.0984,1.09649,1.09742,33159.3896
1681876800000,1.09742,1.09745,1.09463,1.09625,61809.6895
1681891200000,1.09626,1.09631,1.09172,1.09311,82807.2783
1681905600000,1.09311,1.09793,1.09272,1.0953,91885.9414
1681920000000,1.0953,1.09667,1.09516,1.09548,33108.5103
1681934400000,1.09548,1.09579,1.0947,1.09516,10389.91
1681948800000,1.09517,1.09616,1.09494,1.09594,38619.8198
1681963200000,1.09593,1.0973,1.09498,1.09612,53746.3789
1681977600000,1.09612,1.09783,1.09536,1.09547,73414.2305
1681992000000,1.09546,1.09895,1.09334,1.09694,123842.4297
1682006400000,1.09696,1.09725,1.09562,1.09634,35466.9194
1682020800000,1.09634,1.09719,1.09632,1.09676,11105.3
1682035200000,1.09676,1.09731,1.09618,1.09639,28543.5898
1682049600000,1.09639,1.09639,1.0938,1.09561,54883.0894
1682064000000,1.09561,1.09857,1.0949,1.09813,71013.7305
1682078400000,1.09815,1.09936,1.09425,1.09719,127407.2207
1682092800000,1.0972,1.09902,1.0969,1.09902,36934.4795
1682107200000,1.09901,1.09929,1.09851,1.09874,4792.9102
1682280000000,1.09913,1.09962,1.09864,1.09916,10191.6099
